#id x y vol
145, 7.53e+01, 6.57e+00, 5.06e-01
146, 1.20e+02, 1.68e+01, 4.72e-01
147, 1.13e+02, 4.90e+00, 4.53e-01
148, 1.04e+01, 1.57e+00, 4.86e-01
149, 1.20e+02, 1.66e+01, 4.72e-01
150, 1.06e+02, 1.46e+01, 4.50e-01
151, 1.63e+01, 2.80e+00, 3.94e-01
152, 1.56e+01, 3.53e+00, 5.29e-01
153, 1.47e+02, 4.00e+00, 5.34e-01
154, 1.85e+01, 1.54e+00, 5.06e-01
155, 2.31e+00, 8.49e+00, 4.75e-01
156, 9.70e+01, 8.90e+00, 3.88e-01
157, 4.96e+01, 6.46e+00, 4.99e-01
158, 8.08e+01, 1.39e+01, 4.74e-01
159, 1.21e+02, 1.72e+01, 4.70e-01
160, 1.22e+02, 1.70e+01, 4.78e-01
161, 1.26e+02, 1.82e+01, 4.36e-01
162, 9.65e+01, 1.35e+01, 4.63e-01
163, 1.30e+02, 4.04e+00, 4.61e-01
164, 3.10e+01, 1.64e+01, 3.76e-01
165, 1.47e+02, 1.22e+00, 4.35e-01
166, 1.44e+02, 6.86e-01, 5.05e-01
167, 1.27e+02, 1.80e+01, 4.93e-01
168, 1.09e+02, 1.44e+01, 3.95e-01
169, 1.48e+02, 8.43e+00, 3.71e-01
170, 4.60e+01, 1.26e+01, 4.55e-01
171, 1.39e+02, 1.50e+00, 5.30e-01
172, 9.20e+01, 6.21e+00, 4.84e-01
173, 1.42e+02, 1.79e+01, 4.83e-01
174, 8.12e+01, 1.36e+01, 4.35e-01
175, 1.48e+02, 3.22e+00, 3.88e-01
176, 7.46e+01, 1.38e+01, 4.01e-01
177, 1.43e+02, 1.85e+01, 4.79e-01
178, 5.44e+01, 6.57e+00, 5.01e-01
179, 1.48e+02, 8.30e+00, 4.07e-01
180, 4.70e+01, 5.63e+00, 5.08e-01
181, 1.37e+02, 1.85e+01, 5.17e-01
182, 1.24e+02, 1.74e+01, 4.68e-01
183, 1.23e+02, 1.76e+01, 4.67e-01
184, 1.45e+02, 1.97e+01, 4.81e-01
185, 1.06e+02, 1.29e+01, 4.70e-01
186, 1.10e+01, 1.36e+00, 4.96e-01
187, 1.45e+02, 2.85e+00, 4.62e-01
188, 1.26e+02, 1.78e+01, 4.72e-01
189, 7.44e+00, 1.84e+01, 5.11e-01
190, 1.51e+01, 2.43e+00, 5.56e-01
191, 1.40e+01, 2.95e+00, 4.59e-01
192, 1.48e+02, 7.34e+00, 4.41e-01
193, 8.27e+01, 1.27e+01, 4.44e-01
194, 9.55e+01, 1.37e+01, 3.77e-01
195, 1.48e+02, 7.74e+00, 3.88e-01
196, 6.50e+01, 1.45e+01, 4.24e-01
197, 1.45e+02, 1.81e+00, 4.88e-01
198, 1.44e+02, 1.88e+01, 4.38e-01
199, 1.01e+02, 1.38e+01, 4.49e-01
200, 6.74e+01, 1.29e+01, 5.24e-01
201, 4.60e+01, 1.38e+01, 4.64e-01
202, 1.09e+02, 5.56e+00, 4.56e-01
203, 1.25e+02, 1.80e+01, 4.69e-01
204, 1.07e+02, 1.25e+01, 4.28e-01
205, 1.45e+02, 7.22e-01, 6.28e-01
206, 1.47e+02, 1.51e+00, 4.21e-01
207, 1.55e+01, 1.85e+01, 4.54e-01
208, 6.17e+01, 1.27e+01, 4.29e-01
209, 9.25e+01, 7.14e+00, 4.85e-01
210, 1.60e+01, 2.28e+00, 3.80e-01
211, 4.40e+01, 1.40e+01, 4.06e-01
212, 1.01e+02, 9.05e+00, 4.34e-01
213, 7.55e+01, 1.35e+01, 4.65e-01
214, 1.54e+00, 3.06e-01, 4.59e-01
215, 1.48e+02, 1.97e+01, 4.61e-01
216, 8.50e+01, 5.54e+00, 3.78e-01
217, 1.06e+02, 1.20e+01, 4.99e-01
218, 6.33e+01, 7.29e+00, 4.55e-01
219, 8.61e+01, 1.45e+01, 4.11e-01
220, 2.34e+00, 3.30e+00, 4.27e-01
221, 1.06e+02, 1.41e+01, 4.50e-01
222, 6.95e+01, 6.42e+00, 4.31e-01
223, 7.75e+01, 1.47e+01, 5.03e-01
224, 1.37e+02, 2.05e+00, 4.37e-01
225, 3.15e+01, 1.47e+01, 4.99e-01
226, 7.05e+01, 6.44e+00, 5.47e-01
227, 1.20e+01, 3.74e+00, 4.39e-01
228, 7.43e+01, 1.44e+01, 4.01e-01
229, 7.38e+01, 1.44e+01, 3.87e-01
230, 1.03e+00, 1.78e+01, 3.78e-01
231, 2.08e+01, 1.88e+01, 5.09e-01
232, 2.42e+00, 7.92e+00, 5.14e-01
233, 3.05e+01, 1.66e+01, 4.60e-01
234, 5.44e+01, 1.34e+01, 5.10e-01
235, 3.27e-01, 5.48e+00, 4.91e-01
236, 9.51e+01, 1.45e+01, 3.92e-01
237, 2.13e+01, 1.85e+01, 5.23e-01
238, 5.98e+01, 1.39e+01, 4.26e-01
239, 9.51e+01, 1.41e+01, 3.36e-01
240, 9.98e+01, 9.11e+00, 4.78e-01
241, 1.95e+01, 1.43e+00, 3.54e-01
242, 1.43e+00, 1.31e+01, 4.22e-01
243, 7.80e+01, 1.37e+01, 4.56e-01
244, 1.28e+01, 1.86e+01, 4.54e-01
245, 5.43e-01, 1.50e+01, 4.07e-01
246, 1.35e+02, 3.76e+00, 4.68e-01
247, 4.62e+01, 6.66e+00, 4.72e-01
248, 1.46e+02, 1.76e+00, 4.40e-01
249, 9.74e+01, 8.05e+00, 4.40e-01
250, 3.09e+01, 1.54e+01, 5.07e-01
251, 8.28e+01, 7.25e+00, 4.23e-01
252, 8.43e+01, 7.28e+00, 4.70e-01
253, 6.02e+01, 1.36e+01, 4.08e-01
254, 6.70e+00, 1.91e+01, 3.53e-01
255, 4.59e+01, 5.66e+00, 5.77e-01
256, 8.90e+01, 1.27e+01, 4.54e-01
257, 6.79e+01, 7.51e+00, 4.38e-01
258, 9.70e+01, 1.39e+01, 4.44e-01
259, 1.04e+02, 6.56e+00, 4.56e-01
260, 6.80e+01, 7.05e+00, 3.70e-01
261, 1.45e+02, 1.52e+01, 5.34e-01
262, 2.43e+00, 2.79e+00, 4.33e-01
263, 1.29e+02, 2.72e+00, 4.51e-01
264, 6.18e+01, 7.26e+00, 4.25e-01
265, 6.51e+01, 1.40e+01, 3.90e-01
266, 1.17e+02, 4.07e+00, 3.95e-01
267, 6.76e+01, 6.59e+00, 3.77e-01
268, 9.74e+01, 8.53e+00, 3.73e-01
269, 1.12e+00, 6.02e+00, 3.46e-01
270, 1.36e+01, 3.17e+00, 4.23e-01
271, 1.41e+02, 1.88e+01, 4.69e-01
272, 1.60e+01, 1.88e+01, 5.04e-01
273, 1.47e+02, 1.85e+01, 4.77e-01
274, 1.29e+02, 1.85e+01, 4.44e-01
275, 1.27e+02, 1.85e+01, 4.34e-01
276, 4.65e+01, 5.35e+00, 5.22e-01
277, 1.28e+02, 1.83e+01, 4.28e-01
278, 1.32e+01, 1.90e+01, 4.02e-01
279, 1.04e+02, 1.09e+01, 3.91e-01
280, 7.49e+01, 6.19e+00, 5.47e-01
281, 4.18e+01, 1.45e+01, 4.20e-01
282, 1.32e+02, 3.14e+00, 4.27e-01
283, 7.70e+01, 1.44e+01, 4.84e-01
284, 1.04e+00, 1.28e+01, 3.82e-01
285, 8.47e+01, 1.30e+01, 4.42e-01
286, 1.12e+00, 5.50e-01, 3.52e-01
287, 1.49e+02, 1.94e+01, 3.54e-01
288, 6.95e+01, 6.97e+00, 4.04e-01
289, 1.65e+01, 1.40e+00, 4.64e-01
290, 1.19e+02, 3.30e+00, 4.10e-01
291, 1.44e+02, 1.61e+01, 3.78e-01
292, 6.08e+01, 1.38e+01, 3.99e-01
293, 7.84e+01, 1.36e+01, 3.51e-01
294, 8.61e+01, 1.40e+01, 3.87e-01
295, 9.15e+01, 6.48e+00, 4.66e-01
296, 1.06e+02, 1.48e+01, 4.12e-01
297, 8.42e+01, 1.27e+01, 4.61e-01
298, 1.28e+02, 1.87e+01, 4.25e-01
299, 5.39e+01, 6.19e+00, 5.43e-01
300, 4.58e+01, 6.28e+00, 5.13e-01
301, 1.39e+02, 1.86e+01, 3.62e-01
302, 5.62e+01, 1.23e+01, 4.07e-01
303, 1.05e+02, 5.32e+00, 4.73e-01
304, 4.55e+01, 1.47e+01, 4.39e-01
305, 4.54e+01, 5.31e+00, 4.66e-01
306, 9.94e+01, 8.75e+00, 4.78e-01
307, 2.36e+01, 1.83e+01, 3.73e-01
308, 1.44e+02, 1.85e+01, 4.27e-01
309, 9.75e+01, 1.36e+01, 4.50e-01
310, 6.31e+01, 6.32e+00, 4.82e-01
311, 5.37e+01, 1.41e+01, 3.55e-01
312, 1.44e+02, 1.60e+01, 3.72e-01
313, 6.47e+01, 1.31e+01, 4.21e-01
314, 6.70e+01, 1.19e+01, 4.54e-01
315, 1.21e+02, 3.12e+00, 4.73e-01
316, 1.65e+01, 1.97e+01, 4.50e-01
317, 5.19e+01, 5.51e+00, 3.79e-01
318, 7.80e+01, 1.44e+01, 4.65e-01
319, 1.45e+02, 1.57e+01, 4.39e-01
320, 1.27e+02, 1.49e+00, 4.36e-01
321, 1.46e+02, 1.85e+01, 4.81e-01
322, 6.28e+01, 7.46e+00, 4.57e-01
323, 6.35e+01, 6.75e+00, 4.20e-01
324, 1.06e+01, 3.15e+00, 4.51e-01
325, 1.49e+02, 3.95e+00, 5.10e-01
326, 1.48e+02, 4.48e+00, 5.30e-01
327, 1.46e+02, 5.83e+00, 4.14e-01
328, 5.50e+01, 6.41e+00, 4.68e-01
329, 1.48e+02, 9.56e+00, 5.33e-01
330, 1.16e+01, 3.35e+00, 4.29e-01
331, 1.48e+02, 1.02e+01, 4.58e-01
332, 6.41e+01, 1.13e+01, 4.63e-01
333, 9.95e+00, 1.21e+00, 4.47e-01
334, 1.07e+00, 1.50e+01, 3.80e-01
335, 1.34e+02, 4.07e+00, 4.74e-01
336, 1.48e+02, 1.20e+01, 3.82e-01
337, 9.55e+01, 8.77e+00, 4.34e-01
338, 4.48e+00, 1.77e+01, 3.44e-01
339, 5.71e+01, 6.07e+00, 4.78e-01
340, 1.80e+01, 1.20e+00, 4.57e-01
341, 4.65e+01, 1.29e+01, 4.36e-01
342, 1.43e+02, 1.62e+01, 3.68e-01
343, 1.51e+00, 1.70e+01, 4.57e-01
344, 7.59e+01, 6.41e+00, 4.68e-01
345, 8.37e+01, 7.44e+00, 4.59e-01
346, 8.44e+01, 6.65e+00, 5.48e-01
347, 7.65e+01, 1.47e+01, 4.67e-01
348, 8.33e+01, 7.05e+00, 4.32e-01
349, 1.48e+00, 1.86e+01, 4.54e-01
350, 4.85e+01, 1.35e+01, 4.41e-01
351, 1.17e+02, 3.76e+00, 4.33e-01
352, 1.43e+02, 6.43e-01, 4.86e-01
353, 6.23e+01, 7.07e+00, 4.37e-01
354, 1.48e+02, 5.04e+00, 4.23e-01
355, 4.43e+01, 1.31e+01, 3.69e-01
356, 1.09e+02, 5.09e+00, 3.55e-01
357, 1.29e+02, 2.19e+00, 4.06e-01
358, 1.18e+02, 3.63e+00, 3.86e-01
359, 2.39e+01, 1.80e+01, 3.48e-01
360, 1.48e+02, 4.45e+00, 5.43e-01
361, 8.40e+01, 6.24e+00, 5.26e-01
362, 1.15e+02, 4.10e+00, 4.10e-01
363, 6.46e+01, 1.37e+01, 3.99e-01
364, 7.71e+01, 6.29e+00, 3.60e-01
365, 7.54e+00, 1.78e+01, 4.52e-01
366, 5.67e+01, 6.40e+00, 4.39e-01
367, 1.15e+02, 4.19e+00, 3.70e-01
368, 8.86e+01, 1.31e+01, 3.60e-01
369, 1.47e+02, 1.30e+01, 4.97e-01
370, 1.36e+02, 2.95e-01, 4.43e-01
371, 2.12e+01, 1.48e+00, 3.96e-01
372, 8.90e+01, 1.21e+01, 4.94e-01
373, 9.25e+01, 6.50e+00, 4.54e-01
374, 1.32e+02, 3.68e+00, 4.17e-01
375, 1.13e+02, 4.65e+00, 3.77e-01
376, 5.19e+01, 6.01e+00, 3.59e-01
377, 3.16e+00, 2.10e+00, 3.67e-01
378, 1.65e+01, 1.91e+00, 3.81e-01
379, 7.68e+01, 5.92e+00, 3.56e-01
380, 1.09e+02, 5.73e+00, 4.44e-01
381, 7.25e+01, 1.27e+01, 3.38e-01
382, 2.53e+01, 1.76e+01, 4.22e-01
383, 4.80e+01, 1.38e+01, 4.39e-01
384, 6.76e+01, 1.17e+01, 4.29e-01
385, 6.69e+01, 1.25e+01, 5.02e-01
386, 7.83e+01, 1.27e+01, 3.83e-01
387, 1.26e+01, 3.55e+00, 4.21e-01
388, 4.75e+01, 1.47e+01, 4.46e-01
389, 1.60e+01, 1.94e+01, 4.55e-01
390, 1.70e+01, 1.94e+01, 4.38e-01
391, 4.22e+01, 1.42e+01, 3.89e-01
392, 1.44e+02, 1.64e+01, 3.76e-01
393, 4.31e+01, 1.38e+01, 3.45e-01
394, 1.11e+01, 3.54e+00, 4.56e-01
395, 1.42e+02, 1.88e+01, 4.59e-01
396, 1.08e+01, 2.56e+00, 4.57e-01
397, 1.43e+02, 1.65e+01, 4.29e-01
398, 7.80e+01, 6.09e+00, 4.79e-01
399, 5.61e+01, 1.28e+01, 3.92e-01
400, 9.51e+01, 9.02e+00, 4.17e-01
401, 3.12e+01, 1.59e+01, 3.87e-01
402, 7.79e+01, 1.26e+01, 3.94e-01
403, 5.65e+01, 1.47e+01, 4.16e-01
404, 1.08e+02, 1.54e+01, 4.48e-01
405, 1.35e+02, 1.47e+00, 4.45e-01
406, 1.60e+00, 1.64e+01, 4.43e-01
407, 1.37e+02, 1.89e+01, 4.41e-01
408, 4.54e+01, 1.35e+01, 5.17e-01
409, 4.71e+01, 6.16e+00, 3.57e-01
410, 8.46e+01, 1.36e+01, 4.29e-01
411, 1.14e+01, 1.78e+00, 4.56e-01
412, 1.07e+02, 1.39e+01, 4.21e-01
413, 1.82e+00, 8.71e+00, 3.56e-01
414, 1.34e+02, 1.90e+01, 3.45e-01
415, 1.35e+02, 1.17e+00, 4.40e-01
416, 7.60e+01, 1.44e+01, 4.43e-01
417, 1.34e+02, 1.87e+01, 3.27e-01
418, 1.38e+02, 1.19e+00, 4.62e-01
419, 4.65e+01, 1.35e+01, 4.37e-01
420, 1.89e+01, 2.55e+00, 5.16e-01
421, 4.90e+01, 1.38e+01, 4.48e-01
422, 1.45e+02, 2.39e+00, 4.22e-01
423, 1.45e+02, 1.36e+00, 4.84e-01
424, 5.60e+01, 1.44e+01, 4.43e-01
425, 1.08e+02, 1.50e+01, 4.16e-01
426, 1.07e+02, 5.15e+00, 3.91e-01
427, 4.80e+01, 1.44e+01, 4.52e-01
428, 1.34e+02, 1.47e+00, 4.38e-01
429, 3.09e+01, 7.51e+00, 4.23e-01
430, 1.36e+02, 5.87e-01, 4.33e-01
431, 1.37e+02, 5.87e-01, 4.53e-01
432, 3.45e+01, 7.39e+00, 4.23e-01
433, 1.47e+02, 5.69e+00, 3.81e-01
434, 1.48e+02, 1.71e+00, 3.73e-01
435, 3.02e+00, 2.59e+00, 3.87e-01
436, 3.20e+01, 1.50e+01, 4.43e-01
437, 3.28e+01, 7.91e+00, 4.27e-01
438, 3.17e+01, 8.83e+00, 4.27e-01
439, 1.85e+01, 4.27e+00, 4.27e-01
440, 6.33e+01, 5.86e+00, 3.50e-01
441, 1.25e+02, 1.99e+00, 3.80e-01
442, 5.61e+01, 6.30e+00, 3.68e-01
443, 6.39e+01, 1.18e+01, 4.56e-01
444, 3.00e+01, 7.31e+00, 4.21e-01
445, 1.46e+02, 1.80e+01, 4.38e-01
446, 1.45e+02, 1.80e+01, 4.19e-01
447, 8.42e+00, 1.59e+01, 4.33e-01
448, 4.95e+01, 1.35e+01, 4.46e-01
449, 8.23e+01, 6.89e+00, 4.04e-01
450, 4.91e+01, 6.14e+00, 4.30e-01
451, 9.50e+00, 2.98e-01, 4.47e-01
452, 4.70e+01, 1.44e+01, 4.57e-01
453, 1.18e+02, 3.93e+00, 3.45e-01
454, 1.07e+02, 5.25e+00, 3.88e-01
455, 3.04e+01, 7.69e+00, 4.21e-01
456, 7.76e+01, 6.40e+00, 3.70e-01
457, 3.67e+01, 6.14e+00, 4.19e-01
458, 5.55e+01, 1.47e+01, 4.51e-01
459, 3.62e+01, 6.31e+00, 4.18e-01
460, 8.73e+00, 1.69e+01, 4.23e-01
461, 3.61e+01, 6.86e+00, 4.25e-01
462, 1.07e+02, 1.52e+01, 4.28e-01
463, 2.28e+00, 1.11e+01, 4.45e-01
464, 3.55e+01, 7.04e+00, 4.26e-01
465, 1.49e+02, 1.23e+00, 3.51e-01
466, 3.39e+01, 7.56e+00, 4.23e-01
467, 3.23e+01, 8.09e+00, 4.27e-01
468, 9.16e+00, 1.72e+01, 4.15e-01
469, 3.22e+01, 8.65e+00, 4.25e-01
470, 5.00e+01, 1.38e+01, 4.43e-01
471, 2.66e+01, 6.88e+00, 4.23e-01
472, 9.34e+01, 1.27e+01, 3.38e-01
473, 1.30e+02, 1.70e+01, 4.19e-01
474, 8.20e+01, 5.53e+00, 3.97e-01
475, 2.75e+01, 7.08e+00, 4.20e-01
476, 1.75e+01, 1.45e+00, 3.98e-01
477, 3.49e+01, 7.77e+00, 4.23e-01
478, 3.33e+01, 8.30e+00, 4.25e-01
479, 1.44e+01, 1.19e+01, 4.37e-01
480, 3.18e+01, 1.59e+01, 3.98e-01
481, 1.25e+00, 1.09e+01, 5.23e-01
482, 8.09e+00, 1.76e+01, 4.40e-01
483, 2.94e+01, 7.49e+00, 4.21e-01
484, 5.70e+01, 1.45e+01, 4.07e-01
485, 1.09e+02, 1.52e+01, 4.41e-01
486, 1.08e+00, 1.22e+01, 4.06e-01
487, 8.77e+00, 1.42e+01, 4.29e-01
488, 1.21e+02, 8.94e+00, 4.22e-01
489, 5.58e+01, 5.92e+00, 3.60e-01
490, 9.20e+00, 1.46e+01, 4.29e-01
491, 1.34e+02, 1.17e+00, 4.41e-01
492, 1.36e+02, 1.18e+00, 4.46e-01
493, 3.21e+01, 1.55e+01, 4.29e-01
494, 1.37e+02, 8.85e+00, 4.38e-01
495, 1.82e+01, 5.95e+00, 4.26e-01
496, 1.20e+02, 8.74e+00, 4.20e-01
497, 3.95e+01, 1.49e+01, 3.61e-01
498, 1.34e+02, 1.63e+01, 4.31e-01
499, 1.16e+02, 9.97e+00, 4.20e-01
500, 1.19e+02, 9.65e+00, 4.23e-01
501, 2.71e+01, 6.70e+00, 4.21e-01
502, 9.31e+01, 7.91e+00, 3.35e-01
503, 1.95e+01, 2.41e+00, 4.62e-01
504, 1.18e+02, 9.27e+00, 4.20e-01
505, 1.33e+02, 1.59e+01, 4.29e-01
506, 1.22e+02, 1.03e+01, 4.23e-01
507, 2.87e+01, 6.16e+00, 4.20e-01
508, 1.17e+02, 1.02e+01, 4.22e-01
509, 3.24e+01, 1.66e+01, 3.89e-01
510, 1.26e+02, 1.61e+01, 4.19e-01
511, 6.14e+01, 6.90e+00, 4.16e-01
512, 4.85e+01, 1.29e+01, 4.34e-01
513, 1.25e+02, 1.63e+01, 4.18e-01
514, 1.20e+02, 9.12e+00, 4.20e-01
515, 1.37e+02, 1.17e+00, 4.50e-01
516, 5.05e+01, 1.35e+01, 4.16e-01
517, 2.58e+01, 5.56e+00, 4.25e-01
518, 1.16e+02, 8.66e+00, 4.23e-01
519, 2.53e+01, 5.74e+00, 4.25e-01
520, 1.78e+01, 7.64e+00, 4.28e-01
521, 1.08e+02, 1.27e+01, 4.10e-01
522, 1.17e+02, 9.79e+00, 4.20e-01
523, 1.46e+02, 1.28e+00, 4.00e-01
524, 1.09e+02, 7.61e+00, 4.22e-01
525, 1.71e+01, 6.30e+00, 4.30e-01
526, 3.54e+01, 7.60e+00, 4.23e-01
527, 1.09e+02, 8.34e+00, 4.23e-01
528, 5.49e+01, 1.44e+01, 5.17e-01
529, 1.09e+02, 8.17e+00, 4.22e-01
530, 3.38e+01, 8.13e+00, 4.25e-01
531, 1.19e+02, 8.92e+00, 4.20e-01
532, 2.52e+01, 6.30e+00, 4.24e-01
533, 1.91e+01, 4.11e+00, 4.25e-01
534, 1.07e+02, 1.48e+01, 4.39e-01
535, 2.03e+01, 1.86e+01, 3.84e-01
536, 1.19e+02, 9.48e+00, 4.23e-01
